scheme,function,fault,source,test,detected,detail
mayo,compute_rhs,binOpFault/compute_rhs_line125_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line25_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line28_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line34_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line38_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line42_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line46_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line63_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line69_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line73_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line95_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line98_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_undef,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_undef,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_zero,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,binOpFault/compute_rhs_line9_zero,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line10_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line10_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line110_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line110_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line113_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line113_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line117_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line117_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line120_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line120_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line123_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line123_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line128_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line128_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line24_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line24_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line29_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line29_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line37_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line37_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line41_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line41_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line43_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line43_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line45_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line45_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line47_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line47_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line62_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line62_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line64_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line64_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line72_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line72_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line74_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line74_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line86_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line86_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line8_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line8_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line93_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line93_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line97_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line97_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line99_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loadStoreSkip/compute_rhs_line99_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loopOrFuncSkip/compute_rhs_fnSkip_mayo_memset_line13,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loopOrFuncSkip/compute_rhs_fnSkip_mayo_memset_line13,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loopOrFuncSkip/compute_rhs_fnSkip_mul_f_line59,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loopOrFuncSkip/compute_rhs_fnSkip_mul_f_line59,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,compute_rhs,loopOrFuncSkip/compute_rhs_fnSkip_mul_f_line68,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,compute_rhs,loopOrFuncSkip/compute_rhs_fnSkip_mul_f_line68,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,decode,loadStoreSkip/decode_line10_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,decode,loadStoreSkip/decode_line10_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,decode,loadStoreSkip/decode_line14_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,decode,loadStoreSkip/decode_line14_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,decode,loadStoreSkip/decode_line26_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,decode,loadStoreSkip/decode_line26_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line0,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line0,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line1,correction_paired_result.txt,correction,yes,pos 0: 228/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line1,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line2,correction_paired_result.txt,correction,yes,pos 0: 228/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line2,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line3,correction_paired_result.txt,correction,yes,pos 0: 228/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line3,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line4,correction_paired_result.txt,correction,yes,pos 0: 228/240 pairs disagree
mayo,inverse_f,loopOrFuncSkip/inverse_f_fnSkip_mul_f.23_line4,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,lincomb,loadStoreSkip/lincomb_line7_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,lincomb,loadStoreSkip/lincomb_line7_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,lincomb,loadStoreSkip/lincomb_line8_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,lincomb,loadStoreSkip/lincomb_line8_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,lincomb,loopOrFuncSkip/lincomb_fnSkip_add_f_line10,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,lincomb,loopOrFuncSkip/lincomb_fnSkip_add_f_line10,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,lincomb,loopOrFuncSkip/lincomb_fnSkip_mul_f_line9,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,lincomb,loopOrFuncSkip/lincomb_fnSkip_mul_f_line9,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,m_vec_add,binOpFault/m_vec_add_line8_opA,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,m_vec_add,binOpFault/m_vec_add_line8_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,m_vec_add,binOpFault/m_vec_add_line8_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,m_vec_add,binOpFault/m_vec_add_line8_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,m_vec_add,binOpFault/m_vec_add_line8_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,m_vec_add,binOpFault/m_vec_add_line8_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,m_vec_add,binOpFault/m_vec_add_line8_zero,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,m_vec_add,binOpFault/m_vec_add_line8_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,m_vec_add,loadStoreSkip/m_vec_add_line5_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,m_vec_add,loadStoreSkip/m_vec_add_line5_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,m_vec_add,loadStoreSkip/m_vec_add_line7_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,m_vec_add,loadStoreSkip/m_vec_add_line7_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,m_vec_add,loadStoreSkip/m_vec_add_line9_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,m_vec_add,loadStoreSkip/m_vec_add_line9_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,m_vec_mul_add,loopOrFuncSkip/m_vec_mul_add_fnSkip_mul_table_line0,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,m_vec_mul_add,loopOrFuncSkip/m_vec_mul_add_fnSkip_mul_table_line0,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mat_add,loadStoreSkip/mat_add_line10_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mat_add,loadStoreSkip/mat_add_line10_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mat_add,loadStoreSkip/mat_add_line5_mem,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,mat_add,loadStoreSkip/mat_add_line5_mem,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,mat_add,loadStoreSkip/mat_add_line7_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mat_add,loadStoreSkip/mat_add_line7_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mat_add,loopOrFuncSkip/mat_add_fnSkip_add_f_line8,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mat_add,loopOrFuncSkip/mat_add_fnSkip_add_f_line8,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mat_mul,loadStoreSkip/mat_mul_line11_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mat_mul,loadStoreSkip/mat_mul_line11_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mat_mul,loopOrFuncSkip/mat_mul_fnSkip_lincomb_line10,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mat_mul,loopOrFuncSkip/mat_mul_fnSkip_lincomb_line10,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_add_m_upper_triangular_mat_x_mat,loadStoreSkip/mul_add_m_upper_triangular_mat_x_mat_line21_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat,loadStoreSkip/mul_add_m_upper_triangular_mat_x_mat_line21_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat,loopOrFuncSkip/mul_add_m_upper_triangular_mat_x_mat_fnSkip_m_vec_mul_add_line26,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat,loopOrFuncSkip/mul_add_m_upper_triangular_mat_x_mat_fnSkip_m_vec_mul_add_line26,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat_trans,loadStoreSkip/mul_add_m_upper_triangular_mat_x_mat_trans_line21_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat_trans,loadStoreSkip/mul_add_m_upper_triangular_mat_x_mat_trans_line21_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat_trans,loopOrFuncSkip/mul_add_m_upper_triangular_mat_x_mat_trans_fnSkip_m_vec_mul_add_line26,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+37 more position(s))
mayo,mul_add_m_upper_triangular_mat_x_mat_trans,loopOrFuncSkip/mul_add_m_upper_triangular_mat_x_mat_trans_fnSkip_m_vec_mul_add_line26,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+37 more position(s))
mayo,mul_add_mat_trans_x_m_mat,loadStoreSkip/mul_add_mat_trans_x_m_mat_line19_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+299 more position(s))
mayo,mul_add_mat_trans_x_m_mat,loadStoreSkip/mul_add_mat_trans_x_m_mat_line19_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+299 more position(s))
