scheme,function,fault,source,test,detected,detail
mayo,mul_add_mat_trans_x_m_mat,loopOrFuncSkip/mul_add_mat_trans_x_m_mat_fnSkip_m_vec_mul_add_line24,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+299 more position(s))
mayo,mul_add_mat_trans_x_m_mat,loopOrFuncSkip/mul_add_mat_trans_x_m_mat_fnSkip_m_vec_mul_add_line24,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+299 more position(s))
mayo,mul_add_mat_x_m_mat,loadStoreSkip/mul_add_mat_x_m_mat_line19_mem,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+294 more position(s))
mayo,mul_add_mat_x_m_mat,loadStoreSkip/mul_add_mat_x_m_mat_line19_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+294 more position(s))
mayo,mul_add_mat_x_m_mat,loopOrFuncSkip/mul_add_mat_x_m_mat_fnSkip_m_vec_mul_add_line24,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree (+294 more position(s))
mayo,mul_add_mat_x_m_mat,loopOrFuncSkip/mul_add_mat_x_m_mat_fnSkip_m_vec_mul_add_line24,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree (+294 more position(s))
mayo,mul_f,binOpFault/mul_f_line10_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_undef,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_zero,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line10_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_zero,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line11_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_opA,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_zero,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line12_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_opA,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_opB,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_zero,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line13_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_opA,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_opB,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_undef,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_zero,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line14_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_opA,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_opB,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_undef,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_zero,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line15_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_opA,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_opB,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_zero,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line16_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_opA,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_opB,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_zero,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line17_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_opA,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_opB,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_zero,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line18_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line1_opA,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,mul_f,binOpFault/mul_f_line1_opA,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,mul_f,binOpFault/mul_f_line1_opB,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line1_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line1_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line1_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line1_zero,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line1_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_undef,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_zero,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line3_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_zero,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line4_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_zero,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line6_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_undef,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_zero,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line7_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_opA,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_zero,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line8_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_opA,correction_paired_result.txt,correction,yes,pos 0: 192/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_opB,correction_paired_result.txt,correction,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_opB,ineffective_paired_result.txt,ineffective,yes,pos 0: 128/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_zero,correction_paired_result.txt,correction,yes,pos 0: 224/240 pairs disagree
mayo,mul_f,binOpFault/mul_f_line9_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 56/240 pairs disagree
mayo,pqmayo_MAYO_1_ref_mayo_keypair,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_fnSkip_pqmayo_MAYO_1_ref_mayo_keypair_compact_line0,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_fnSkip_pqmayo_MAYO_1_ref_mayo_keypair_compact_line0,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_compute_P3_line12,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_compute_P3_line12,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_decode_line10,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_decode_line10,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_expand_P1_P2_line11,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_expand_P1_P2_line11,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_mayo_memset_line5,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_mayo_memset_line5,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_memcpy_line13,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_memcpy_line13,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_pack_m_vecs_line16,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_pack_m_vecs_line16,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_pqmayo_MAYO_1_ref_m_upper_line14,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,pqmayo_MAYO_1_ref_mayo_keypair_compact,loopOrFuncSkip/pqmayo_MAYO_1_ref_mayo_keypair_compact_fnSkip_pqmayo_MAYO_1_ref_m_upper_line14,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,shake256,loadStoreSkip/shake256_line17_mem,correction_paired_result.txt,correction,yes,pos 0: 236/240 pairs disagree (+23 more position(s))
mayo,shake256,loadStoreSkip/shake256_line17_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree (+17 more position(s))
mayo,shake256,loadStoreSkip/shake256_line19_mem,correction_paired_result.txt,correction,yes,pos 0: 236/240 pairs disagree (+23 more position(s))
mayo,shake256,loadStoreSkip/shake256_line19_mem,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree (+17 more position(s))
mayo,shake256,loopOrFuncSkip/shake256_fnSkip_shake256_squeezeblocks_line11,correction_paired_result.txt,correction,yes,pos 0: 236/240 pairs disagree (+23 more position(s))
mayo,shake256,loopOrFuncSkip/shake256_fnSkip_shake256_squeezeblocks_line11,ineffective_paired_result.txt,ineffective,yes,pos 0: 96/240 pairs disagree (+17 more position(s))
mayo,shake256,loopOrFuncSkip/shake256_fnSkip_shake256_squeezeblocks_line4,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,shake256,loopOrFuncSkip/shake256_fnSkip_shake256_squeezeblocks_line4,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,sub_f,binOpFault/sub_f_line0_opA,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,sub_f,binOpFault/sub_f_line0_opA,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,sub_f,binOpFault/sub_f_line0_opB,correction_paired_result.txt,correction,no,no position with disagreeing pairs
mayo,sub_f,binOpFault/sub_f_line0_opB,ineffective_paired_result.txt,ineffective,no,no position with disagreeing pairs
mayo,sub_f,binOpFault/sub_f_line0_undef,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,sub_f,binOpFault/sub_f_line0_undef,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
mayo,sub_f,binOpFault/sub_f_line0_zero,correction_paired_result.txt,correction,yes,pos 0: 240/240 pairs disagree
mayo,sub_f,binOpFault/sub_f_line0_zero,ineffective_paired_result.txt,ineffective,yes,pos 0: 30/240 pairs disagree
